               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.016984,           0.0085572,           0.0015189,             0.89237,             0.85643,              0.9129,             0.76249,            0.014003,           0.0044278,           0.0029706,           0.0028225,           0.0028225,           0.0028225
                 147,            0.016217,           0.0085455,           0.0012132,             0.88033,             0.85153,             0.91054,             0.76212,            0.013806,            0.004476,           0.0027087,            0.002773,            0.002773,            0.002773
                 148,            0.016669,           0.0084152,           0.0013438,             0.88855,             0.85339,             0.91211,             0.75868,             0.01383,           0.0044639,           0.0027983,           0.0027235,           0.0027235,           0.0027235
                 149,             0.01668,           0.0084229,           0.0013157,             0.87802,             0.88003,             0.91347,             0.76114,            0.014007,           0.0044125,           0.0031134,            0.002674,            0.002674,            0.002674
                 150,            0.016646,           0.0083902,          0.00088179,              0.8946,             0.83153,             0.90634,              0.7586,            0.014008,           0.0044597,           0.0031485,           0.0026245,           0.0026245,           0.0026245
                 151,            0.016717,           0.0082154,           0.0007365,             0.91951,              0.8333,             0.91567,             0.76318,            0.013941,           0.0044688,           0.0030506,            0.002575,            0.002575,            0.002575
                 152,            0.016377,           0.0082342,          0.00077196,             0.87068,             0.86415,             0.91289,             0.76445,            0.013913,           0.0045024,           0.0029364,           0.0025255,           0.0025255,           0.0025255
                 153,            0.017002,           0.0082905,          0.00099446,             0.89504,             0.83145,             0.91099,              0.7636,            0.013862,            0.004481,           0.0029262,            0.002476,            0.002476,            0.002476
                 154,            0.016892,           0.0083019,           0.0010481,             0.93493,              0.8185,             0.91329,              0.7652,            0.013831,           0.0044702,           0.0028584,           0.0024265,           0.0024265,           0.0024265
                 155,            0.016299,           0.0081385,          0.00095507,              0.8643,             0.87114,             0.91214,              0.7662,            0.013805,           0.0044908,           0.0028752,            0.002377,            0.002377,            0.002377
                 156,            0.016375,           0.0080978,          0.00097259,             0.85853,             0.87562,             0.90825,             0.76366,            0.013988,           0.0045581,            0.002873,           0.0023275,           0.0023275,           0.0023275
                 157,            0.016397,           0.0081126,          0.00092346,             0.86188,             0.87336,             0.90605,             0.76263,            0.014265,           0.0045493,           0.0030245,            0.002278,            0.002278,            0.002278
                 158,            0.016073,           0.0080921,          0.00080725,             0.86458,             0.86698,             0.90743,              0.7635,            0.014253,           0.0045062,           0.0027521,           0.0022285,           0.0022285,           0.0022285
                 159,            0.016463,           0.0080339,          0.00092829,             0.85596,             0.86365,             0.90595,             0.76049,            0.014097,           0.0045028,           0.0026352,            0.002179,            0.002179,            0.002179
                 160,            0.015759,           0.0078973,          0.00086031,              0.9109,             0.83012,             0.90931,             0.76254,            0.014017,           0.0044872,           0.0026205,           0.0021295,           0.0021295,           0.0021295
                 161,            0.015774,           0.0079975,          0.00084075,             0.90628,             0.82003,             0.90586,             0.75874,            0.014146,           0.0045318,           0.0025548,             0.00208,             0.00208,             0.00208
                 162,            0.016284,            0.008159,           0.0009414,             0.88127,             0.83676,             0.90482,              0.7606,            0.014206,           0.0045361,           0.0026906,           0.0020305,           0.0020305,           0.0020305
                 163,            0.015694,           0.0080342,           0.0010627,             0.87184,             0.84911,             0.90668,             0.76206,            0.014223,           0.0044998,           0.0026913,            0.001981,            0.001981,            0.001981
                 164,            0.016151,           0.0081161,          0.00092517,             0.92526,             0.81304,             0.90685,             0.76276,            0.014156,           0.0044659,           0.0027295,           0.0019315,           0.0019315,           0.0019315
                 165,            0.015809,           0.0079011,          0.00097838,             0.91086,             0.81892,             0.90933,             0.76185,             0.01398,           0.0045342,           0.0027169,            0.001882,            0.001882,            0.001882
                 166,            0.016035,           0.0079208,          0.00087194,             0.88622,             0.84178,             0.90947,             0.76589,            0.013855,           0.0045758,           0.0027495,           0.0018325,           0.0018325,           0.0018325
                 167,            0.016137,           0.0080917,           0.0010583,             0.88937,             0.83645,             0.91181,             0.76113,            0.013977,            0.004634,           0.0028819,            0.001783,            0.001783,            0.001783
                 168,            0.015545,           0.0079977,          0.00084915,             0.88241,             0.84565,             0.90835,             0.76286,            0.014017,           0.0046213,           0.0028894,           0.0017335,           0.0017335,           0.0017335
                 169,            0.015813,           0.0080018,           0.0008549,              0.8786,             0.85321,             0.90855,             0.76169,            0.013989,           0.0045823,           0.0031327,            0.001684,            0.001684,            0.001684
                 170,             0.01514,           0.0078668,          0.00076011,             0.87419,             0.85107,             0.90841,             0.75961,            0.014044,           0.0046096,           0.0033139,           0.0016345,           0.0016345,           0.0016345
                 171,            0.015288,           0.0076855,          0.00078091,             0.88911,             0.83931,             0.90915,             0.76417,            0.014131,           0.0045822,           0.0033829,            0.001585,            0.001585,            0.001585
                 172,            0.015682,           0.0077374,          0.00089596,               0.871,             0.85116,             0.90492,             0.76108,            0.014066,            0.004647,            0.003389,           0.0015355,           0.0015355,           0.0015355
                 173,            0.015508,           0.0079215,           0.0012112,             0.85384,             0.86028,             0.90496,              0.7625,            0.014073,           0.0046545,           0.0033249,            0.001486,            0.001486,            0.001486
                 174,            0.015538,           0.0079552,          0.00095472,             0.87566,             0.84547,             0.90697,             0.76486,            0.013999,           0.0046105,           0.0032236,           0.0014365,           0.0014365,           0.0014365
                 175,            0.015151,           0.0076631,          0.00089238,             0.86439,             0.86576,             0.90894,             0.76972,            0.013784,           0.0045866,           0.0030621,            0.001387,            0.001387,            0.001387
                 176,            0.015061,           0.0076732,          0.00078006,             0.85853,             0.86373,             0.90782,             0.76742,             0.01393,           0.0046154,           0.0031269,           0.0013375,           0.0013375,           0.0013375
                 177,            0.015409,            0.007686,          0.00077516,             0.85625,             0.85012,             0.90183,             0.76469,            0.013924,           0.0046869,           0.0031175,            0.001288,            0.001288,            0.001288
                 178,            0.015304,           0.0077122,          0.00089442,              0.8647,             0.85133,             0.90517,             0.76575,            0.013874,           0.0046423,           0.0031269,           0.0012385,           0.0012385,           0.0012385
                 179,            0.014905,           0.0076627,          0.00090443,             0.86447,             0.85576,             0.90882,             0.76842,            0.013846,           0.0046206,            0.002973,            0.001189,            0.001189,            0.001189
                 180,            0.014918,           0.0073551,          0.00073964,             0.87191,              0.8492,             0.90964,             0.76882,            0.013924,           0.0046318,           0.0029968,           0.0011395,           0.0011395,           0.0011395
                 181,            0.014743,           0.0076184,           0.0010082,             0.87433,              0.8468,             0.91031,              0.7708,            0.013913,           0.0046381,           0.0028974,             0.00109,             0.00109,             0.00109
                 182,            0.015098,           0.0074717,           0.0006124,             0.87605,             0.84337,             0.90937,             0.76759,             0.01391,           0.0046739,           0.0028565,           0.0010405,           0.0010405,           0.0010405
                 183,            0.015321,           0.0076433,          0.00071104,             0.85779,             0.86788,              0.9091,             0.76703,            0.013876,           0.0046855,           0.0028658,            0.000991,            0.000991,            0.000991
                 184,            0.014889,           0.0075607,          0.00087162,             0.87281,             0.86037,             0.91042,             0.76663,            0.013829,           0.0046389,            0.002951,           0.0009415,           0.0009415,           0.0009415
                 185,            0.015103,           0.0076247,           0.0006176,             0.87117,             0.86241,             0.90999,              0.7676,             0.01382,           0.0046216,           0.0029401,            0.000892,            0.000892,            0.000892
                 186,            0.014696,           0.0074165,          0.00052377,             0.87356,             0.85662,             0.91045,             0.76784,            0.013775,           0.0045956,           0.0029735,           0.0008425,           0.0008425,           0.0008425
                 187,            0.014947,           0.0074691,          0.00071395,             0.88516,             0.84951,             0.91196,             0.76901,            0.013864,           0.0045988,           0.0031378,            0.000793,            0.000793,            0.000793
                 188,            0.014543,           0.0072568,          0.00073037,             0.88579,             0.84714,             0.91303,             0.76802,            0.013959,            0.004632,           0.0032367,           0.0007435,           0.0007435,           0.0007435
                 189,            0.014676,           0.0073493,          0.00057076,             0.90299,              0.8358,             0.91333,             0.76864,            0.013997,           0.0046302,           0.0032622,            0.000694,            0.000694,            0.000694
                 190,            0.014409,            0.007304,          0.00067861,             0.90066,             0.83703,             0.91347,             0.76939,            0.013924,           0.0046074,           0.0031908,           0.0006445,           0.0006445,           0.0006445
                 191,            0.014512,           0.0074212,          0.00064321,             0.89322,              0.8416,             0.91405,             0.76996,            0.013881,           0.0045891,           0.0031683,            0.000595,            0.000595,            0.000595
                 192,            0.014114,           0.0073136,          0.00070435,             0.89237,             0.84074,             0.91406,             0.77167,            0.013902,           0.0046283,           0.0031274,           0.0005455,           0.0005455,           0.0005455
                 193,             0.01435,            0.007291,           0.0005729,             0.88531,             0.84718,             0.91318,             0.77163,            0.013961,           0.0046459,           0.0031775,            0.000496,            0.000496,            0.000496
                 194,            0.014169,           0.0072938,          0.00060253,             0.89353,             0.84257,             0.91114,             0.77207,            0.013879,           0.0046591,           0.0031541,           0.0004465,           0.0004465,           0.0004465
                 195,            0.014169,           0.0073651,          0.00053976,             0.89231,              0.8454,              0.9111,             0.77138,            0.013809,           0.0046615,            0.003134,            0.000397,            0.000397,            0.000397
                 196,            0.014638,           0.0072876,          0.00067988,              0.8797,             0.85335,             0.91063,             0.77101,            0.013804,           0.0046633,           0.0031429,           0.0003475,           0.0003475,           0.0003475
                 197,            0.014094,           0.0072449,          0.00064433,             0.87973,             0.85616,             0.91149,             0.77112,            0.013789,           0.0046618,           0.0031802,            0.000298,            0.000298,            0.000298
                 198,             0.01445,           0.0072655,          0.00067924,             0.88142,             0.85452,             0.91161,             0.77119,            0.013782,           0.0046582,           0.0032636,           0.0002485,           0.0002485,           0.0002485
                 199,            0.014712,           0.0073388,          0.00073062,              0.8836,             0.85517,             0.91199,             0.76978,            0.013764,           0.0046635,           0.0032826,            0.000199,            0.000199,            0.000199
